demand_actual,demand_sigma,demand_forecast,transit_orders,leads,skus_missed_sale_to_inventory_cost_ratio,constraint_relaxation,mip_solver_status,sim_reward,mip_action,iter_cost,inventory,missed_sale,replenishment,state_in_transit,demand_all_levels,hold_cost_per_unit,inventory_constraint,episode_sigmax,inventory_sum,inventory_sum_plus_demand,constraint_relaxed,mip_cost_config,safety_stock_stage0,safety_stock_stage1,safety_stock_stage2,skus_safety,demand_distribution_profile,sigmax,offset,amp1,ph1,amp2,ph2,randvar,initial_inventory_low,initial_inventory_high,initial_inventory,lead_profile,solver,filter_alpha,missed_sale_to_inventory_cost_ratio,action_frequency,number_of_sku,number_of_stages,constraint_coupling,inventory_capacity,mode,episode,iteration,TimeStamp
"[16, 22]","[[0, 3, 5, 3, 6, 4, 2, 4, 4, 5, 4, 2, 7, 7, 5], [7, 5, 3, 4, 2, 3, 0, 2, 0, 2, 6, 1, 7, 6, 0]]","[[15, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 18, 18, 18], [21, 21, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 18, 18, 18]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[2, 3, 4], [2, 3, 4]]","[619, 22]",1,Safety,-1689.40579,"[[21.0, 22.0, 4.0], [18.0, 17.0, 16.0]]",-56.01734,"[[6.0, 18.0, 0.0], [2.0, 6.0, 12.0]]","[[0.0, 0.0, 18.0], [0.0, 0.0, 0.0]]","[[11.0, 14.0, 4.0], [14.0, 19.0, 19.0]]","[[[14.0, 14.0, 4.0], [21.0, 12.0, 4.0], [0.0, 15.0, 4.0], [0.0, 22.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[20.0, 13.0, 18.0], [18.0, 19.0, 12.0], [0.0, 17.0, 18.0], [0.0, 0.0, 16.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[19, 21, 22], [19, 18, 17]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[8.0, 24.0, 12.0]","[124.0, 140.0, 128.0]",1,Safety,,,,,5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,1,2022-08-30-13-50-53
"[16, 18]","[[4, 2, 7, 7, 5, 2, 7, 1, 0, 5, 2, 2, 4, 3, 2], [6, 1, 7, 6, 0, 0, 3, 4, 0, 3, 0, 4, 4, 3, 4]]","[[17, 17, 18, 18, 18, 18, 18, 18, 18, 19, 19, 19, 19, 19, 19], [19, 19, 18, 18, 18, 18, 17, 17, 17, 17, 16, 16, 16, 16, 16]]","[[21, 14, 11, 13, 14, 17, 16, 16, 16, 25, 0, 0, 0, 0, 0, 22, 15, 12, 14, 14, 17, 17, 17, 18, 25, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 21, 0, 0, 0, 0, 0], [18, 20, 14, 19, 20, 18, 21, 20, 20, 22, 0, 0, 0, 0, 0, 17, 19, 13, 19, 20, 17, 20, 19, 20, 21, 0, 0, 0, 0, 0, 16, 18, 12, 18, 19, 16, 18, 19, 19, 26, 0, 0, 0, 0, 0]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-603.2250399999999,"[[20.0, 20.0, 4.0], [16.0, 16.0, 15.0]]",-47.32553,"[[11.0, 10.0, 0.0], [1.0, 0.0, 6.0]]","[[0.0, 0.0, 16.0], [0.0, 0.0, 0.0]]","[[19.0, 20.0, 4.0], [18.0, 16.0, 16.0]]","[[[17.0, 19.0, 4.0], [20.0, 19.0, 4.0], [0.0, 17.0, 4.0], [0.0, 20.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[17.0, 17.0, 15.0], [16.0, 17.0, 16.0], [0.0, 16.0, 16.0], [0.0, 0.0, 15.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[18, 20, 20], [17, 16, 16]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[12.0, 10.0, 6.0]","[119.0, 117.0, 113.0]",1,Safety,"[9.0, 2.0]","[9.0, 2.0]","[4.0, 8.0]","[[9.0, 9.0, 4.0], [2.0, 2.0, 8.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,2,2022-08-30-13-50-55
"[20, 17]","[[2, 2, 4, 3, 2, 4, 1, 1, 0, 2, 7, 0, 7, 6, 4], [0, 4, 4, 3, 4, 3, 4, 2, 3, 4, 1, 5, 5, 2, 3]]","[[19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20], [16, 16, 16, 16, 16, 15, 15, 15, 15, 14, 14, 14, 14, 14, 14]]","[[20, 17, 19, 18, 22, 23, 17, 23, 17, 20, 21, 14, 11, 13, 14, 20, 17, 19, 19, 20, 24, 18, 22, 17, 20, 22, 15, 12, 14, 14, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [16, 17, 18, 17, 17, 17, 19, 19, 17, 18, 18, 20, 14, 19, 20, 16, 17, 17, 16, 16, 17, 18, 18, 16, 19, 17, 19, 13, 19, 20, 15, 16, 16, 15, 16, 16, 17, 17, 15, 19, 16, 18, 12, 18, 19]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-558.54421,"[[18.0, 18.0, 4.0], [14.0, 14.0, 13.0]]",-43.55452,"[[11.0, 2.0, 0.0], [4.0, 3.0, 7.0]]","[[0.0, 0.0, 14.0], [0.0, 0.0, 0.0]]","[[26.0, 19.0, 4.0], [14.0, 15.0, 13.0]]","[[[20.0, 23.0, 4.0], [18.0, 26.0, 4.0], [0.0, 20.0, 4.0], [0.0, 18.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[13.0, 14.0, 14.0], [14.0, 13.0, 13.0], [0.0, 14.0, 12.0], [0.0, 0.0, 13.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[20, 18, 18], [12, 14, 14]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[15.0, 5.0, 7.0]","[111.0, 101.0, 103.0]",1,Safety,"[9.0, 1.0]","[9.0, 2.0]","[4.0, 7.0]","[[9.0, 9.0, 4.0], [1.0, 2.0, 7.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,3,2022-08-30-13-50-57
"[20, 10]","[[7, 0, 7, 6, 4, 7, 7, 1, 2, 4, 1, 4, 2, 2, 5], [1, 5, 5, 2, 3, 1, 1, 3, 4, 0, 4, 2, 2, 0, 5]]","[[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20], [14, 14, 14, 14, 14, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12]]","[[18, 20, 26, 23, 18, 18, 18, 17, 20, 18, 20, 17, 19, 18, 22, 18, 20, 26, 23, 19, 19, 19, 18, 20, 18, 20, 17, 19, 19, 20, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [14, 13, 14, 16, 14, 9, 15, 16, 17, 15, 16, 17, 18, 17, 17, 14, 13, 14, 15, 13, 8, 15, 15, 16, 14, 16, 17, 17, 16, 16, 13, 12, 13, 14, 13, 8, 14, 14, 15, 12, 15, 16, 16, 15, 16]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-639.14509,"[[20.0, 20.0, 4.0], [13.0, 12.0, 12.0]]",-49.23369999999999,"[[10.0, 10.0, 0.0], [5.0, 2.0, 6.0]]","[[0.0, 0.0, 16.0], [0.0, 0.0, 0.0]]","[[23.0, 19.0, 4.0], [14.0, 13.0, 12.0]]","[[[20.0, 16.0, 4.0], [20.0, 23.0, 4.0], [0.0, 20.0, 4.0], [0.0, 20.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[13.0, 13.0, 12.0], [13.0, 12.0, 13.0], [0.0, 12.0, 12.0], [0.0, 0.0, 12.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[19, 20, 20], [9, 13, 12]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[15.0, 12.0, 6.0]","[108.0, 105.0, 99.0]",1,Safety,"[9.0, 1.0]","[9.0, 3.0]","[4.0, 7.0]","[[9.0, 9.0, 4.0], [1.0, 3.0, 7.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,4,2022-08-30-13-50-59
"[21, 13]","[[1, 4, 2, 2, 5, 0, 6, 1, 0, 7, 0, 2, 0, 0, 0], [4, 2, 2, 0, 5, 0, 4, 5, 6, 2, 7, 3, 0, 1, 2]]","[[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20], [13, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]]","[[20, 20, 23, 16, 19, 16, 20, 29, 20, 20, 18, 20, 26, 23, 18, 20, 20, 23, 16, 19, 16, 20, 29, 20, 20, 18, 20, 26, 23, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [13, 13, 14, 13, 13, 14, 10, 15, 10, 12, 14, 13, 14, 16, 14, 12, 12, 13, 13, 13, 14, 10, 14, 9, 12, 14, 13, 14, 15, 13, 12, 12, 13, 12, 12, 13, 9, 14, 9, 12, 13, 12, 13, 14, 13]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-568.0794699999999,"[[20.0, 20.0, 4.0], [13.0, 13.0, 13.0]]",-47.93711,"[[4.0, 7.0, 0.0], [2.0, 2.0, 5.0]]","[[0.0, 0.0, 16.0], [0.0, 0.0, 0.0]]","[[20.0, 21.0, 4.0], [12.0, 13.0, 12.0]]","[[[25.0, 17.0, 4.0], [20.0, 20.0, 4.0], [0.0, 25.0, 4.0], [0.0, 20.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[12.0, 12.0, 13.0], [13.0, 12.0, 12.0], [0.0, 13.0, 12.0], [0.0, 0.0, 13.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[20, 20, 20], [10, 13, 13]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[6.0, 9.0, 5.0]","[102.0, 105.0, 101.0]",1,Safety,"[9.0, 1.0]","[9.0, 3.0]","[4.0, 7.0]","[[9.0, 9.0, 4.0], [1.0, 3.0, 7.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,5,2022-08-30-13-51-01
"[13, 10]","[[0, 2, 0, 0, 0, 6, 1, 1, 5, 2, 0, 5, 5, 4, 4], [7, 3, 0, 1, 2, 5, 1, 1, 7, 7, 1, 6, 0, 5, 5]]","[[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19], [12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]]","[[20, 25, 20, 17, 21, 19, 19, 21, 21, 19, 20, 20, 23, 16, 19, 20, 25, 20, 17, 21, 19, 19, 21, 21, 19, 20, 20, 23, 16, 19, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [13, 12, 12, 13, 12, 12, 11, 9, 12, 8, 13, 13, 14, 13, 13, 13, 12, 12, 13, 12, 12, 11, 9, 12, 8, 12, 12, 13, 13, 13, 13, 12, 12, 13, 12, 12, 11, 9, 12, 8, 12, 12, 13, 12, 12]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-452.42693,"[[19.0, 19.0, 4.0], [10.0, 10.0, 11.0]]",-47.16293,"[[14.0, 18.0, 0.0], [4.0, 4.0, 9.0]]","[[0.0, 0.0, 15.0], [0.0, 0.0, 0.0]]","[[10.0, 19.0, 4.0], [13.0, 12.0, 11.0]]","[[[20.0, 19.0, 4.0], [19.0, 9.0, 4.0], [0.0, 20.0, 4.0], [0.0, 19.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[11.0, 13.0, 12.0], [10.0, 11.0, 13.0], [0.0, 10.0, 11.0], [0.0, 0.0, 11.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[14, 19, 19], [12, 10, 10]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[18.0, 22.0, 9.0]","[102.0, 106.0, 93.0]",1,Safety,"[9.0, 1.0]","[9.0, 2.0]","[4.0, 7.0]","[[9.0, 9.0, 4.0], [1.0, 2.0, 7.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,6,2022-08-30-13-51-04
"[19, 16]","[[0, 5, 5, 4, 4, 3, 3, 6, 2, 3, 0, 1, 0, 4, 6], [1, 6, 0, 5, 5, 4, 5, 4, 2, 4, 4, 7, 5, 3, 2]]","[[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19], [12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13]]","[[19, 20, 10, 20, 20, 20, 23, 20, 13, 20, 20, 25, 20, 17, 21, 19, 20, 9, 19, 19, 19, 23, 20, 13, 20, 20, 25, 20, 17, 21, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [10, 11, 13, 12, 11, 12, 13, 6, 10, 10, 13, 12, 12, 13, 12, 10, 11, 13, 12, 11, 12, 13, 6, 10, 9, 13, 12, 12, 13, 12, 11, 11, 13, 12, 11, 12, 13, 6, 10, 9, 13, 12, 12, 13, 12]]","[[2, 4, 6], [2, 3, 4]]","[619, 22]",1,Safety,-491.16755,"[[18.0, 18.0, 4.0], [7.0, 7.0, 8.0]]",-47.72142,"[[10.0, 1.0, 0.0], [9.0, 9.0, 12.0]]","[[0.0, 0.0, 14.0], [0.0, 0.0, 0.0]]","[[24.0, 18.0, 4.0], [13.0, 14.0, 6.0]]","[[[19.0, 23.0, 4.0], [18.0, 24.0, 4.0], [0.0, 19.0, 4.0], [0.0, 18.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 4.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[13.0, 13.0, 14.0], [7.0, 13.0, 14.0], [0.0, 7.0, 14.0], [0.0, 0.0, 8.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[19, 18, 18], [11, 7, 7]]","[[0.00923, 0.00692, 0.00461], [0.3487, 0.2613, 0.17435]]","[5000, 5000, 5000]",8,"[19.0, 10.0, 12.0]","[99.0, 90.0, 92.0]",1,Safety,"[9.0, 1.0]","[9.0, 3.0]","[4.0, 7.0]","[[9.0, 9.0, 4.0], [1.0, 3.0, 7.0]]",5,8,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,4,1,5000,assessment,1,7,2022-08-30-13-51-06
