demand_actual,demand_sigma,demand_forecast,transit_orders,leads,skus_missed_sale_to_inventory_cost_ratio,constraint_relaxation,mip_solver_status,sim_reward,mip_action,iter_cost,inventory,missed_sale,replenishment,state_in_transit,demand_all_levels,hold_cost_per_unit,inventory_constraint,episode_sigmax,inventory_sum,inventory_sum_plus_demand,constraint_relaxed,mip_cost_config,safety_stock_stage0,safety_stock_stage1,safety_stock_stage2,skus_safety,demand_distribution_profile,sigmax,offset,amp1,ph1,amp2,ph2,randvar,initial_inventory_low,initial_inventory_high,initial_inventory,lead_profile,solver,filter_alpha,missed_sale_to_inventory_cost_ratio,action_frequency,number_of_sku,missed_sale_to_inventory_cost_ratio_variable_per_sku,number_of_stages,constraint_coupling,inventory_capacity,mode,episode,iteration,TimeStamp
"[14, 20]","[[2, 3, 5, 8, 3, 7, 4, 1, 8, 5, 4, 0, 8, 7, 2], [2, 6, 5, 8, 6, 1, 4, 5, 2, 3, 5, 6, 7, 3, 0]]","[[17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 19, 19, 19], [20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[2, 3, 4], [2, 3, 4]]","[100, 99]",1,Safety,-948.1831999999998,"[[20.0, 21.0, 21.0], [22.0, 21.0, 9.0]]",-25.9941,"[[7.0, 15.0, 13.0], [2.0, 12.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 12.0]]","[[6.0, 20.0, 18.0], [18.0, 22.0, 9.0]]","[[[17.0, 7.0, 21.0], [20.0, 18.0, 7.0], [0.0, 21.0, 18.0], [0.0, 0.0, 21.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[20.0, 17.0, 9.0], [22.0, 18.0, 9.0], [0.0, 20.0, 9.0], [0.0, 21.0, 9.0], [0.0, 0.0, 9.0], [0.0, 0.0, 9.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[17, 20, 21], [18, 22, 21]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[9.0, 27.0, 13.0]","[128.0, 146.0, 132.0]",1,Safety,,,,,5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,1,2022-08-31-14-49-36
"[28, 18]","[[4, 0, 8, 7, 2, 5, 2, 5, 2, 3, 0, 1, 2, 8, 8], [5, 6, 7, 3, 0, 8, 6, 3, 8, 4, 4, 0, 2, 8, 4]]","[[18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20], [20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]]","[[20, 17, 6, 20, 17, 24, 19, 17, 17, 24, 0, 0, 0, 0, 0, 21, 18, 7, 20, 17, 21, 19, 18, 18, 22, 0, 0, 0, 0, 0, 21, 18, 7, 21, 18, 22, 19, 18, 18, 22, 0, 0, 0, 0, 0], [22, 20, 18, 17, 22, 10, 15, 20, 20, 22, 0, 0, 0, 0, 0, 21, 20, 18, 17, 22, 10, 20, 20, 20, 29, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 29, 0, 0, 0, 0, 0]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-315.4202,"[[22.0, 22.0, 22.0], [20.0, 19.0, 5.0]]",-40.184200000000004,"[[0.0, 18.0, 16.0], [14.0, 4.0, 0.0]]","[[3.0, 0.0, 0.0], [0.0, 0.0, 14.0]]","[[11.0, 20.0, 20.0], [13.0, 19.0, 5.0]]","[[[17.0, 12.0, 20.0], [22.0, 18.0, 12.0], [0.0, 22.0, 18.0], [0.0, 0.0, 22.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[20.0, 19.0, 5.0], [20.0, 13.0, 5.0], [0.0, 19.0, 5.0], [0.0, 19.0, 5.0], [0.0, 0.0, 5.0], [0.0, 0.0, 5.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[22, 22, 22], [9, 20, 19]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[14.0, 22.0, 16.0]","[128.0, 136.0, 130.0]",1,Safety,"[2, 6]","[10, 0]","[8, 5]","[[2, 10, 8], [6, 0, 5]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,2,2022-08-31-14-49-46
"[23, 21]","[[0, 1, 2, 8, 8, 3, 8, 5, 8, 5, 5, 5, 4, 5, 6], [4, 0, 2, 8, 4, 6, 2, 1, 3, 0, 8, 7, 4, 6, 4]]","[[19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20], [19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]]","[[22, 17, 11, 19, 19, 21, 19, 19, 21, 13, 20, 17, 6, 20, 17, 22, 18, 12, 20, 19, 21, 19, 19, 21, 19, 21, 18, 7, 20, 17, 22, 18, 12, 20, 20, 22, 20, 20, 21, 23, 21, 18, 7, 21, 18], [20, 20, 13, 20, 19, 19, 25, 10, 18, 22, 22, 20, 18, 17, 22, 19, 19, 13, 19, 19, 19, 19, 9, 17, 12, 21, 20, 18, 17, 22, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 9, 9, 9]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-300.8647,"[[21.0, 21.0, 21.0], [19.0, 19.0, 8.0]]",-24.2373,"[[16.0, 2.0, 6.0], [15.0, 9.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 11.0]]","[[22.0, 20.0, 23.0], [18.0, 16.0, 8.0]]","[[[20.0, 20.0, 20.0], [21.0, 20.0, 20.0], [0.0, 21.0, 20.0], [0.0, 0.0, 21.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[19.0, 18.0, 8.0], [19.0, 18.0, 8.0], [0.0, 19.0, 8.0], [0.0, 19.0, 8.0], [0.0, 0.0, 8.0], [0.0, 0.0, 8.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[13, 21, 21], [13, 19, 19]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[31.0, 11.0, 6.0]","[137.0, 117.0, 112.0]",1,Safety,"[10, 9]","[3, 7]","[7, 8]","[[10, 3, 7], [9, 7, 8]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,3,2022-08-31-14-50-00
"[25, 19]","[[5, 5, 4, 5, 6, 5, 6, 8, 6, 0, 2, 5, 5, 4, 3], [8, 7, 4, 6, 4, 6, 2, 5, 4, 4, 7, 0, 6, 2, 4]]","[[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20], [19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]]","[[21, 20, 22, 19, 28, 17, 19, 19, 20, 28, 22, 17, 11, 19, 19, 21, 20, 20, 20, 23, 17, 19, 19, 20, 21, 22, 18, 12, 20, 19, 21, 20, 20, 20, 23, 17, 19, 19, 20, 20, 22, 18, 12, 20, 20], [19, 19, 18, 18, 16, 19, 19, 15, 21, 12, 20, 20, 13, 20, 19, 19, 19, 18, 18, 16, 19, 19, 15, 21, 21, 19, 19, 13, 19, 19, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 5, 5, 5]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-234.18330000000003,"[[26.0, 26.0, 22.0], [22.0, 19.0, 3.0]]",-34.3304,"[[9.0, 12.0, 5.0], [13.0, 5.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 16.0]]","[[20.0, 23.0, 22.0], [19.0, 8.0, 3.0]]","[[[11.0, 20.0, 20.0], [26.0, 11.0, 20.0], [0.0, 26.0, 11.0], [0.0, 0.0, 22.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[18.0, 12.0, 3.0], [22.0, 19.0, 3.0], [0.0, 18.0, 3.0], [0.0, 19.0, 3.0], [0.0, 0.0, 3.0], [0.0, 0.0, 3.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[22, 26, 26], [14, 22, 19]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[22.0, 17.0, 5.0]","[151.0, 146.0, 134.0]",1,Safety,"[8, 10]","[9, 0]","[2, 3]","[[8, 9, 2], [10, 0, 3]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,4,2022-08-31-14-50-15
"[20, 21]","[[2, 5, 5, 4, 3, 5, 6, 5, 1, 5, 7, 5, 4, 2, 4], [7, 0, 6, 2, 4, 8, 4, 5, 1, 1, 0, 1, 0, 0, 2]]","[[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19], [19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20]]","[[26, 11, 20, 23, 25, 19, 20, 23, 25, 11, 21, 20, 22, 19, 28, 26, 11, 20, 23, 25, 19, 20, 23, 25, 17, 21, 20, 20, 20, 23, 22, 11, 20, 20, 22, 20, 20, 20, 22, 12, 21, 20, 20, 20, 23], [22, 18, 19, 12, 8, 15, 14, 21, 19, 14, 19, 19, 18, 18, 16, 19, 18, 19, 12, 8, 15, 16, 19, 19, 7, 19, 19, 18, 18, 16, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-461.73299999999995,"[[9.0, 8.0, 8.0], [25.0, 23.0, 1.0]]",-47.091,"[[20.0, 19.0, 21.0], [4.0, 4.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 22.0]]","[[18.0, 19.0, 16.0], [16.0, 19.0, 1.0]]","[[[21.0, 18.0, 18.0], [9.0, 20.0, 17.0], [0.0, 8.0, 20.0], [0.0, 0.0, 8.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[16.0, 22.0, 1.0], [25.0, 16.0, 1.0], [0.0, 16.0, 1.0], [0.0, 23.0, 1.0], [0.0, 0.0, 1.0], [0.0, 0.0, 1.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[20, 9, 8], [19, 25, 23]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[24.0, 23.0, 21.0]","[128.0, 127.0, 125.0]",1,Safety,"[10, 5]","[7, 3]","[8, 1]","[[10, 7, 8], [5, 3, 1]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,5,2022-08-31-14-50-27
"[18, 19]","[[7, 5, 4, 2, 4, 3, 1, 0, 0, 1, 1, 7, 8, 5, 0], [0, 1, 0, 0, 2, 3, 2, 8, 5, 0, 6, 1, 6, 1, 7]]","[[20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19], [20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 22, 22, 22]]","[[9, 21, 18, 19, 17, 20, 27, 23, 20, 24, 26, 11, 20, 23, 25, 8, 20, 18, 19, 17, 20, 24, 23, 20, 21, 26, 11, 20, 23, 25, 8, 20, 17, 18, 16, 19, 22, 20, 20, 26, 22, 11, 20, 20, 22], [25, 16, 16, 22, 19, 16, 19, 22, 21, 9, 22, 18, 19, 12, 8, 23, 16, 16, 22, 19, 19, 20, 21, 22, 15, 19, 18, 19, 12, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-401.5951,"[[19.0, 19.0, 19.0], [28.0, 24.0, 10.0]]",-54.2013,"[[5.0, 9.0, 11.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [3.0, 4.0, 14.0]]","[[19.0, 13.0, 20.0], [24.0, 21.0, 10.0]]","[[[20.0, 19.0, 13.0], [19.0, 20.0, 19.0], [0.0, 19.0, 20.0], [0.0, 0.0, 19.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[18.0, 22.0, 10.0], [28.0, 24.0, 10.0], [0.0, 19.0, 10.0], [0.0, 24.0, 10.0], [0.0, 0.0, 10.0], [0.0, 0.0, 10.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[19, 19, 19], [29, 28, 24]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[5.0, 9.0, 11.0]","[143.0, 147.0, 149.0]",1,Safety,"[6, 9]","[10, 2]","[6, 10]","[[6, 10, 6], [9, 2, 10]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,6,2022-08-31-14-50-40
"[19, 21]","[[1, 7, 8, 5, 0, 1, 2, 5, 1, 1, 1, 2, 2, 8, 0], [6, 1, 6, 1, 7, 0, 4, 5, 7, 6, 2, 7, 7, 0, 0]]","[[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19], [21, 21, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 24, 24]]","[[19, 20, 19, 13, 20, 19, 23, 14, 17, 16, 9, 21, 18, 19, 17, 19, 20, 19, 13, 20, 19, 23, 14, 17, 18, 8, 20, 18, 19, 17, 19, 20, 19, 13, 20, 19, 23, 14, 17, 16, 8, 20, 17, 18, 16], [28, 18, 24, 21, 21, 21, 20, 20, 19, 24, 25, 16, 16, 22, 19, 24, 19, 24, 22, 21, 21, 21, 21, 21, 20, 23, 16, 16, 22, 19, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 1]]","[[2, 3, 4], [2, 4, 6]]","[100, 99]",1,Safety,-353.6082,"[[21.0, 19.0, 19.0], [16.0, 17.0, 2.0]]",-37.263400000000004,"[[5.0, 0.0, 8.0], [17.0, 13.0, 0.0]]","[[0.0, 2.0, 0.0], [0.0, 0.0, 15.0]]","[[20.0, 19.0, 20.0], [23.0, 23.0, 2.0]]","[[[21.0, 20.0, 19.0], [21.0, 20.0, 20.0], [0.0, 19.0, 20.0], [0.0, 0.0, 19.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]], [[21.0, 23.0, 2.0], [16.0, 24.0, 2.0], [0.0, 22.0, 2.0], [0.0, 17.0, 2.0], [0.0, 0.0, 2.0], [0.0, 0.0, 2.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[17, 21, 19], [15, 16, 17]]","[[0.0331, 0.0248, 0.0166], [0.0413, 0.031, 0.0206]]","[5000, 5000, 5000]",9,"[22.0, 13.0, 8.0]","[127.0, 118.0, 113.0]",1,Safety,"[7, 0]","[2, 4]","[10, 2]","[[7, 2, 10], [0, 4, 2]]",5,9,20,5,0.02,3,0.05,1,1,10,"[33, 40, 100]",2,1,0.2,100,10,2,no,4,1,5000,assessment,1,7,2022-08-31-14-50-56
